233,104,122,137,136,0,1,1,1,33,118,40,64,60,64,A
233,106,124,134,136,0,1,1,1,32,117,37,65,60,64,A
235,104,124,135,134,0,1,1,1,32,116,38,65,1,63,A
232,104,122,135,134,0,1,1,1,31,118,39,65,2,62,A
232,104,125,134,137,0,1,1,1,33,118,39,65,1,62,A
236,104,124,139,135,0,1,1,1,32,119,39,64,1,62,A
231,103,125,136,135,0,1,1,1,31,117,40,64,3,61,A
233,103,121,139,134,0,1,1,1,28,118,40,64,4,62,A
234,103,122,136,135,0,1,1,1,30,118,39,65,3,63,A
235,101,126,139,137,0,1,1,1,30,118,41,65,3,64,A
235,102,125,137,133,0,1,1,1,30,117,42,66,4,6,A
236,104,124,137,134,0,1,1,1,30,120,41,9,4,8,A
232,104,125,134,135,0,1,1,1,31,119,40,10,3,9,A
230,103,123,136,136,0,1,1,1,31,118,39,12,3,9,A
234,103,124,135,134,0,1,1,1,32,117,37,12,4,9,A
234,103,123,134,134,0,1,1,1,35,116,33,12,4,10,A
233,106,122,134,134,0,1,1,1,40,118,33,12,2,10,A
232,105,123,136,133,0,1,1,1,36,118,33,10,3,8,A
235,104,126,138,137,0,1,1,1,37,119,33,9,2,7,A
235,104,123,135,138,0,1,1,1,33,118,37,67,2,64,A
235,104,123,137,136,0,1,1,1,31,117,37,65,3,62,A
234,104,123,138,136,0,1,1,1,31,118,36,65,2,62,A
233,103,125,136,134,0,1,1,1,31,118,38,64,3,63,A
234,104,124,135,135,0,1,1,1,32,118,39,64,2,63,A
233,104,125,134,135,0,1,1,1,32,119,39,64,2,63,A
235,103,123,135,137,0,1,1,1,31,120,39,65,2,64,A
232,103,121,137,133,0,1,1,1,31,119,37,66,2,64,A
235,103,121,135,135,0,1,1,1,32,116,35,65,2,64,A
234,105,123,135,137,0,1,1,1,31,116,36,65,3,64,A
234,103,126,135,135,0,1,1,1,27,118,39,63,4,63,A
234,102,126,137,134,0,1,1,1,27,118,42,62,4,65,A
233,102,123,135,135,0,1,1,1,33,119,43,64,2,8,A
234,103,122,137,136,0,1,1,1,31,119,41,66,3,7,A
235,104,123,138,137,0,1,1,1,30,119,39,8,3,7,A
234,102,124,137,135,0,1,1,1,33,117,35,9,2,8,A
234,102,123,137,135,0,1,1,1,38,116,33,9,2,9,A
234,105,125,137,135,0,1,1,1,38,118,34,8,3,7,A
232,103,125,136,135,0,1,1,1,35,118,36,66,3,6,A
235,102,125,139,135,0,1,1,1,34,119,34,66,2,65,A
235,104,124,136,135,0,1,1,1,33,120,37,66,59,64,A
234,103,124,138,134,0,1,1,1,29,119,38,66,59,63,A
236,104,122,137,136,0,1,1,1,31,118,37,65,59,63,A
235,106,123,135,135,0,1,1,1,31,117,38,64,59,62,A
235,104,124,138,138,0,1,1,1,31,117,38,64,60,63,A
235,102,124,138,137,0,1,1,1,30,119,37,64,1,64,A
233,102,125,138,135,0,1,1,1,32,118,38,64,59,65,A
235,103,124,139,135,0,1,1,1,31,120,39,64,58,6,A
235,103,125,133,134,0,1,1,1,28,121,39,65,53,64,A
236,104,123,136,137,0,1,1,1,31,118,36,67,42,63,A
234,101,124,137,133,0,1,1,1,33,116,35,67,38,64,A
233,105,127,138,132,0,1,1,1,41,119,35,66,38,64,A
233,106,122,135,131,0,1,1,1,35,118,35,65,43,62,A
234,103,125,135,135,0,1,1,1,34,117,37,62,47,61,A
232,106,122,132,135,0,1,1,1,36,119,37,63,49,61,A
236,104,125,136,134,0,1,1,1,33,120,36,63,54,61,A
235,106,125,134,135,0,1,1,1,33,118,36,62,59,61,A
233,105,126,134,134,0,1,1,1,35,116,38,62,3,61,A
237,104,127,136,132,0,1,1,1,31,118,38,62,5,61,A
236,102,126,135,134,0,1,1,1,34,119,37,64,4,63,A
236,104,126,138,135,0,1,1,1,34,119,38,65,4,64,A
237,104,125,136,138,0,1,1,1,31,118,39,66,4,63,A
234,105,124,137,136,0,1,1,1,30,118,39,8,2,64,A
237,106,123,137,133,0,1,1,1,32,117,38,9,60,65,A
233,104,125,137,133,0,1,1,1,33,117,36,8,3,65,A
237,102,126,137,135,0,1,1,1,32,118,35,67,5,6,A
237,102,126,136,135,0,1,1,1,36,120,36,66,6,7,A
235,105,124,135,135,0,1,1,1,32,119,35,67,8,6,A
233,100,125,137,138,0,1,1,1,31,119,35,8,7,65,A
237,103,125,136,135,0,1,1,1,36,120,34,66,4,7,A
236,104,125,136,134,0,1,1,1,34,118,36,65,5,64,A
237,105,126,136,135,0,1,1,1,33,118,36,64,5,63,A
237,103,124,136,134,0,1,1,1,31,119,34,64,4,63,A
236,106,124,137,133,0,1,1,1,30,118,35,62,4,63,A
233,104,124,136,135,0,1,1,1,32,117,37,61,3,64,A
236,103,127,138,135,0,1,1,1,35,119,41,61,2,64,A
237,106,124,137,133,0,1,1,1,33,119,42,62,2,64,A
234,105,125,136,135,0,1,1,1,32,119,38,64,1,63,A
237,108,124,137,134,0,1,1,1,31,117,34,65,2,62,A
235,105,124,136,136,0,1,1,1,31,118,36,64,2,63,A
235,105,125,139,135,0,1,1,1,31,118,38,63,3,63,A
233,106,124,137,135,0,1,1,1,32,119,39,63,2,64,A
237,105,126,133,137,0,1,1,1,34,119,38,63,1,64,A
235,104,125,137,134,0,1,1,1,31,119,37,64,60,63,A
233,106,124,138,137,0,1,1,1,30,118,38,64,59,63,A
238,106,126,139,134,0,1,1,1,31,117,39,63,60,63,A
233,104,124,135,134,0,1,1,1,30,117,42,63,2,62,A
236,104,126,137,135,0,1,1,1,29,117,39,63,1,63,A
237,105,124,135,133,0,1,1,1,31,120,37,64,60,65,A
235,104,125,138,133,0,1,1,1,30,118,37,64,1,7,A
234,104,126,135,135,0,1,1,1,33,118,36,65,1,8,A
238,106,122,137,135,0,1,1,1,33,119,39,65,2,8,A
235,104,124,137,134,0,1,1,1,30,117,39,66,3,7,A
236,107,123,136,136,0,1,1,1,32,116,38,65,2,7,A
233,104,123,136,133,0,1,1,1,32,117,39,65,3,7,A
236,105,126,139,135,0,1,1,1,33,117,40,65,4,7,A
237,104,125,137,133,0,1,1,1,32,119,39,66,4,7,A
232,105,126,142,135,0,1,1,1,34,119,38,8,2,7,A
232,107,124,138,136,0,1,1,1,32,120,36,8,2,6,A
235,104,126,136,137,0,1,1,1,30,118,36,8,2,65,A
234,103,124,135,138,0,1,1,1,31,117,39,66,1,65,A
234,104,123,138,135,0,1,1,1,32,115,37,65,1,64,A
235,103,125,139,134,0,1,1,1,35,117,38,64,1,64,A
236,102,124,140,136,0,1,1,1,34,118,37,64,1,64,A
235,104,125,136,134,0,1,1,1,33,119,37,64,60,64,A
216,210,245,257,241,0,1,1,1,36,118,35,65,2,64,B
218,210,244,257,244,0,1,1,1,33,119,35,66,2,64,B
217,210,246,258,240,0,1,1,1,34,118,33,66,1,63,B
216,209,246,259,243,0,1,1,1,33,119,34,67,60,63,B
217,210,246,259,241,0,1,1,1,33,119,33,66,1,65,B
217,211,245,258,243,0,1,1,1,32,119,34,65,3,65,B
218,208,243,258,238,0,1,1,1,31,121,33,64,2,8,B
215,208,243,259,242,0,1,1,1,33,120,29,62,1,10,B
217,211,244,259,243,0,1,1,1,34,118,35,59,4,11,B
216,210,244,257,242,0,1,1,1,37,119,40,58,5,12,B
216,210,244,259,242,0,1,1,1,38,119,41,60,4,11,B
217,211,244,259,242,0,1,1,1,37,118,38,63,3,8,B
216,209,246,259,241,0,1,1,1,35,116,38,65,1,6,B
216,211,244,258,241,0,1,1,1,35,117,35,8,59,64,B
217,211,246,260,242,0,1,1,1,34,117,34,8,1,64,B
215,207,244,258,243,0,1,1,1,33,116,35,65,2,6,B
215,211,244,259,243,0,1,1,1,38,120,36,65,60,7,B
213,209,243,258,239,0,1,1,1,37,121,37,66,1,6,B
213,211,243,258,239,0,1,1,1,36,119,35,66,2,64,B
216,208,245,259,240,0,1,1,1,35,117,34,66,2,64,B
218,210,246,260,242,0,1,1,1,34,116,34,67,2,64,B
215,208,243,257,241,0,1,1,1,34,119,35,67,2,64,B
214,209,243,258,242,0,1,1,1,37,120,34,66,59,64,B
214,207,243,258,242,0,1,1,1,35,116,34,65,1,65,B
215,211,242,257,243,0,1,1,1,34,118,36,65,2,64,B
215,210,243,259,240,0,1,1,1,35,119,37,65,1,64,B
215,210,242,259,239,0,1,1,1,36,120,37,65,1,64,B
216,210,245,258,240,0,1,1,1,35,117,36,65,60,64,B
214,209,243,259,239,0,1,1,1,34,118,35,65,2,64,B
217,209,244,259,242,0,1,1,1,36,121,36,66,1,65,B
214,210,244,257,242,0,1,1,1,35,119,35,65,2,65,B
215,206,243,259,241,0,1,1,1,35,117,34,65,2,65,B
214,208,243,258,241,0,1,1,1,35,116,34,65,2,6,B
216,207,241,259,240,0,1,1,1,35,120,37,65,1,6,B
216,209,244,258,239,0,1,1,1,38,119,36,66,59,65,B
216,209,245,257,241,0,1,1,1,35,117,35,66,59,64,B
215,208,244,259,241,0,1,1,1,33,118,34,66,1,64,B
215,207,244,258,242,0,1,1,1,34,118,35,66,1,64,B
215,210,242,258,240,0,1,1,1,34,120,35,65,2,65,B
215,205,244,259,242,0,1,1,1,35,119,35,65,2,65,B
215,204,244,258,239,0,1,1,1,35,119,35,65,2,65,B
215,205,241,259,242,0,1,1,1,36,117,35,65,1,65,B
213,209,244,258,240,0,1,1,1,35,117,33,65,2,64,B
216,210,240,257,241,0,1,1,1,35,118,35,65,2,64,B
215,207,243,257,239,0,1,1,1,36,120,35,66,2,64,B
215,206,240,258,242,0,1,1,1,35,118,34,65,2,64,B
214,204,243,259,242,0,1,1,1,35,117,35,65,2,64,B
213,208,244,257,241,0,1,1,1,35,119,35,65,1,65,B
214,211,242,257,243,0,1,1,1,35,120,36,65,1,6,B
213,205,243,257,243,0,1,1,1,35,118,35,65,60,6,B
213,205,243,258,239,0,1,1,1,35,119,35,65,57,6,B
213,208,243,259,241,0,1,1,1,36,117,34,65,56,7,B
213,204,244,259,242,0,1,1,1,38,117,36,65,58,7,B
214,205,242,258,240,0,1,1,1,35,120,37,66,60,6,B
211,205,240,259,239,0,1,1,1,36,118,34,65,60,6,B
213,208,243,257,238,0,1,1,1,36,118,36,65,1,64,B
211,209,241,257,243,0,1,1,1,36,119,34,65,2,64,B
211,205,244,259,241,0,1,1,1,35,119,35,65,2,64,B
212,207,243,257,241,0,1,1,1,36,117,35,65,2,65,B
212,209,243,257,241,0,1,1,1,36,117,35,65,3,65,B
211,207,243,257,242,0,1,1,1,36,119,35,66,3,65,B
213,209,241,258,240,0,1,1,1,37,120,34,66,1,65,B
214,203,241,257,241,0,1,1,1,35,118,35,65,2,64,B
214,207,244,259,241,0,1,1,1,34,117,36,65,2,64,B
214,208,243,257,241,0,1,1,1,35,120,36,65,2,64,B
214,207,240,257,239,0,1,1,1,36,119,35,65,2,65,B
212,209,241,259,241,0,1,1,1,34,118,33,65,2,65,B
213,208,242,259,241,0,1,1,1,36,116,35,66,1,6,B
214,206,241,255,239,0,1,1,1,37,119,36,66,1,6,B
214,209,243,257,237,0,1,1,1,36,119,33,66,2,64,B
213,204,243,257,242,0,1,1,1,34,118,33,66,2,64,B
211,209,243,256,242,0,1,1,1,35,118,34,65,2,64,B
214,203,243,258,240,0,1,1,1,37,118,34,65,2,64,B
213,208,241,258,241,0,1,1,1,36,119,35,65,3,63,B
213,209,242,258,242,0,1,1,1,33,118,35,65,5,63,B
212,202,242,258,242,0,1,1,1,33,119,36,66,2,64,B
211,210,241,256,240,0,1,1,1,35,118,34,65,2,65,B
213,206,243,258,241,0,1,1,1,34,119,34,65,2,64,B
211,208,242,254,242,0,1,1,1,35,118,35,65,2,65,B
210,208,239,258,241,0,1,1,1,37,119,35,65,1,65,B
210,208,239,256,242,0,1,1,1,36,119,34,65,2,64,B
211,209,242,257,241,0,1,1,1,34,118,35,65,2,65,B
209,208,242,257,238,0,1,1,1,35,119,34,65,60,6,B
210,207,242,258,239,0,1,1,1,38,118,37,64,1,6,B
212,210,242,257,242,0,1,1,1,36,119,37,65,5,65,B
209,207,240,259,242,0,1,1,1,35,118,36,66,5,65,B
211,207,242,258,242,0,1,1,1,34,120,34,8,5,64,B
212,206,240,256,240,0,1,1,1,32,118,33,8,5,64,B
211,206,242,258,242,0,1,1,1,33,117,32,66,4,65,B
213,207,242,257,240,0,1,1,1,36,118,33,65,4,65,B
212,206,243,258,241,0,1,1,1,35,120,35,65,3,65,B
212,207,239,257,242,0,1,1,1,36,118,35,65,1,6,B
213,208,243,258,241,0,1,1,1,36,117,35,65,60,65,B
211,207,243,259,240,0,1,1,1,35,120,35,66,2,64,B
211,206,242,255,244,0,1,1,1,35,118,34,66,1,64,B
213,207,242,257,241,0,1,1,1,35,118,34,65,2,65,B
212,206,243,258,242,0,1,1,1,36,118,35,66,2,65,B
213,208,242,260,240,0,1,1,1,34,120,34,66,3,65,B
211,208,242,257,239,0,1,1,1,34,118,34,65,3,6,B
210,205,242,257,237,0,1,1,1,34,117,36,65,2,6,B
206,204,240,258,244,0,1,1,1,37,119,36,65,2,65,B
210,207,239,258,242,0,1,1,1,36,120,36,66,2,64,B
207,208,242,258,240,0,1,1,1,33,119,34,66,1,64,B
209,208,240,258,241,0,1,1,1,34,116,33,65,1,64,B
209,205,240,258,241,0,1,1,1,34,120,35,65,2,64,B
208,209,239,258,241,0,1,1,1,34,120,35,65,1,65,B
208,207,241,258,241,0,1,1,1,36,119,35,65,60,6,B
209,206,241,258,242,0,1,1,1,35,116,34,65,1,65,B
209,204,241,258,240,0,1,1,1,35,118,35,65,1,64,B
207,202,241,258,239,0,1,1,1,35,119,35,65,60,64,B
203,205,240,257,242,0,1,1,1,36,119,35,65,1,64,B
207,207,242,255,241,0,1,1,1,33,119,34,65,1,64,B
209,210,240,257,241,0,1,1,1,34,118,35,65,60,64,B
206,204,242,255,240,0,1,1,1,35,120,35,65,2,64,B
208,207,240,259,240,0,1,1,1,35,118,34,65,2,64,B
208,205,241,259,239,0,1,1,1,35,118,34,65,60,6,B
208,207,240,257,240,0,1,1,1,35,118,36,65,1,65,B
209,204,242,257,242,0,1,1,1,35,120,36,66,2,64,B
205,205,240,259,240,0,1,1,1,34,118,34,66,1,64,B
208,204,242,256,240,0,1,1,1,33,117,33,66,59,64,B
209,204,243,257,241,0,1,1,1,33,118,33,65,1,64,B
207,206,242,258,241,0,1,1,1,35,118,35,65,2,6,B
208,207,242,257,238,0,1,1,1,36,119,36,65,60,7,B
209,209,243,258,240,0,1,1,1,38,119,36,66,59,7,B
207,206,241,257,241,0,1,1,1,35,117,33,67,60,65,B
206,205,242,256,241,0,1,1,1,35,117,33,8,60,64,B
209,205,237,257,241,0,1,1,1,34,120,32,66,60,65,B
206,208,240,257,239,0,1,1,1,35,119,33,65,1,65,B
208,205,242,256,242,0,1,1,1,35,119,36,65,1,65,B
207,204,241,258,241,0,1,1,1,36,119,35,65,1,65,B
202,205,242,256,240,0,1,1,1,35,118,33,65,1,64,B
207,203,241,258,242,0,1,1,1,35,119,35,65,1,64,B
207,204,242,258,239,0,1,1,1,35,119,35,65,1,64,B
208,208,242,257,243,0,1,1,1,36,119,35,65,1,64,B
205,209,242,258,240,0,1,1,1,35,118,34,64,60,64,B
208,202,241,259,243,0,1,1,1,36,118,35,64,59,64,B
202,206,240,257,241,0,1,1,1,36,118,36,65,59,63,B
203,203,239,258,240,0,1,1,1,36,119,35,65,59,63,B
202,205,241,256,241,0,1,1,1,34,118,36,65,59,63,B
207,207,242,258,242,0,1,1,1,35,118,33,66,1,63,B
203,202,239,258,240,0,1,1,1,33,119,34,66,60,64,B
203,203,239,257,240,0,1,1,1,36,119,34,66,59,64,B
202,208,241,258,242,0,1,1,1,35,118,33,66,60,64,B
203,207,240,259,239,0,1,1,1,34,120,35,66,2,64,B
205,207,241,258,240,0,1,1,1,35,120,35,66,1,64,B
201,205,239,257,244,0,1,1,1,35,118,34,66,1,64,B
205,204,236,259,241,0,1,1,1,33,118,34,65,2,64,B
201,208,241,256,242,0,1,1,1,34,120,33,65,2,64,B
203,207,242,258,240,0,1,1,1,35,120,32,65,1,65,B
202,206,240,259,242,0,1,1,1,35,118,35,64,2,6,B
166,129,148,160,162,0,1,1,1,30,118,35,64,2,6,C
165,130,149,163,161,0,1,1,1,31,121,37,65,2,6,C
165,128,149,161,161,0,1,1,1,31,119,38,64,60,6,C
163,132,148,161,159,0,1,1,1,28,118,39,64,1,64,C
162,132,149,160,161,0,1,1,1,28,120,36,65,2,63,C
166,129,147,161,162,0,1,1,1,26,118,36,65,3,64,C
165,130,146,161,163,0,1,1,1,28,118,35,65,2,65,C
165,130,146,158,163,0,1,1,1,30,119,37,65,2,7,C
167,131,147,161,162,0,1,1,1,32,120,38,65,2,7,C
164,127,149,161,161,0,1,1,1,31,120,38,66,2,65,C
164,128,152,161,161,0,1,1,1,29,119,38,66,1,64,C
166,130,149,163,163,0,1,1,1,28,117,36,66,59,64,C
165,128,146,160,162,0,1,1,1,26,116,37,65,1,64,C
166,129,146,162,161,0,1,1,1,26,118,37,64,3,64,C
166,132,150,160,162,0,1,1,1,28,119,37,64,4,7,C
166,131,151,159,163,0,1,1,1,31,121,36,64,3,8,C
165,130,148,161,162,0,1,1,1,32,123,39,65,2,8,C
164,129,149,162,162,0,1,1,1,31,121,38,65,1,6,C
165,130,149,163,164,0,1,1,1,29,118,37,65,1,63,C
165,132,149,162,160,0,1,1,1,27,118,36,66,2,63,C
164,131,149,161,165,0,1,1,1,26,117,37,66,2,64,C
162,131,148,161,161,0,1,1,1,27,118,38,66,2,6,C
162,129,147,161,163,0,1,1,1,30,120,37,66,2,8,C
164,129,151,161,162,0,1,1,1,30,121,37,65,2,7,C
165,128,150,162,164,0,1,1,1,30,120,38,66,2,6,C
163,131,147,159,164,0,1,1,1,29,120,38,66,60,64,C
163,131,148,162,163,0,1,1,1,29,119,37,66,1,63,C
162,132,146,160,163,0,1,1,1,27,118,36,65,3,63,C
166,129,147,161,164,0,1,1,1,28,118,35,65,2,65,C
165,130,149,160,163,0,1,1,1,30,119,35,64,1,7,C
164,132,151,164,162,0,1,1,1,32,121,39,64,1,7,C
164,128,150,164,162,0,1,1,1,31,122,39,65,1,6,C
166,128,147,161,164,0,1,1,1,29,120,38,65,1,64,C
163,130,149,163,162,0,1,1,1,26,117,39,65,1,64,C
165,126,148,160,163,0,1,1,1,28,118,39,65,60,64,C
164,129,148,164,162,0,1,1,1,30,118,36,65,2,6,C
165,130,149,163,163,0,1,1,1,30,118,37,65,2,7,C
164,128,148,161,161,0,1,1,1,31,120,39,65,2,7,C
165,130,150,163,161,0,1,1,1,29,120,39,65,2,7,C
164,133,151,162,162,0,1,1,1,30,120,37,66,1,6,C
164,131,147,160,163,0,1,1,1,30,118,38,66,2,64,C
164,130,150,162,161,0,1,1,1,25,118,37,66,3,64,C
163,129,146,162,163,0,1,1,1,29,117,36,66,1,6,C
165,130,149,161,162,0,1,1,1,30,120,37,66,1,7,C
164,130,151,161,164,0,1,1,1,30,120,37,65,2,7,C
165,128,146,161,165,0,1,1,1,30,119,38,65,2,6,C
165,132,150,161,162,0,1,1,1,29,120,38,66,2,7,C
164,132,150,159,165,0,1,1,1,29,119,37,67,2,7,C
164,131,151,162,164,0,1,1,1,31,117,36,66,1,8,C
166,131,146,161,162,0,1,1,1,29,116,39,67,2,8,C
166,131,147,163,161,0,1,1,1,30,119,38,9,2,10,C
163,132,151,163,160,0,1,1,1,29,122,37,9,1,11,C
162,129,148,161,163,0,1,1,1,33,122,36,10,60,10,C
167,132,151,160,164,0,1,1,1,32,121,38,10,1,7,C
163,132,150,162,164,0,1,1,1,29,119,36,10,3,64,C
165,133,151,161,164,0,1,1,1,27,118,35,9,2,64,C
164,129,153,161,163,0,1,1,1,29,118,35,8,2,65,C
162,133,150,162,164,0,1,1,1,31,118,35,66,2,65,C
162,132,148,163,164,0,1,1,1,31,122,35,66,2,65,C
164,132,150,161,163,0,1,1,1,32,120,36,65,1,64,C
164,131,148,162,164,0,1,1,1,30,121,35,65,59,63,C
166,129,149,163,163,0,1,1,1,30,119,36,65,59,63,C
164,134,149,161,161,0,1,1,1,30,119,35,64,59,63,C
165,133,151,162,165,0,1,1,1,30,119,35,64,1,63,C
165,132,149,162,162,0,1,1,1,30,118,36,63,1,64,C
165,131,150,162,161,0,1,1,1,29,120,37,64,59,7,C
165,132,149,162,162,0,1,1,1,34,119,36,65,57,7,C
165,131,150,161,163,0,1,1,1,31,120,37,65,59,64,C
165,130,148,161,162,0,1,1,1,29,117,37,65,2,63,C
166,129,151,164,161,0,1,1,1,27,118,37,65,1,64,C
165,131,149,161,162,0,1,1,1,28,120,37,65,1,65,C
165,133,149,162,162,0,1,1,1,32,120,35,65,1,6,C
165,133,149,162,161,0,1,1,1,30,118,35,64,2,7,C
165,133,148,161,163,0,1,1,1,30,121,35,65,3,6,C
165,132,149,162,163,0,1,1,1,32,121,36,66,2,6,C
164,133,150,163,163,0,1,1,1,31,121,35,66,1,6,C
163,132,147,161,163,0,1,1,1,31,117,37,65,1,65,C
164,132,148,160,164,0,1,1,1,31,120,35,65,60,64,C
165,131,148,163,164,0,1,1,1,31,119,33,65,59,64,C
165,132,149,161,163,0,1,1,1,30,117,35,64,60,64,C
164,130,151,161,163,0,1,1,1,30,118,37,64,1,64,C
166,129,151,161,160,0,1,1,1,31,120,39,64,2,64,C
166,131,150,162,164,0,1,1,1,31,120,38,66,1,64,C
166,130,149,163,165,0,1,1,1,32,122,37,66,59,65,C
165,129,151,165,161,0,1,1,1,28,116,37,65,2,64,C
166,133,149,163,164,0,1,1,1,29,116,37,64,3,64,C
165,131,148,162,162,0,1,1,1,33,118,39,66,1,65,C
163,133,149,163,162,0,1,1,1,34,122,40,11,59,64,C
163,133,151,162,161,0,1,1,1,29,126,34,13,58,63,C
163,134,150,162,163,0,1,1,1,30,117,32,10,58,63,C
166,131,149,163,164,0,1,1,1,25,118,33,66,3,63,C
162,135,150,161,164,0,1,1,1,29,119,34,64,5,65,C
164,134,150,161,163,0,1,1,1,32,121,37,64,3,8,C
167,133,149,163,162,0,1,1,1,34,122,38,66,2,8,C
163,134,151,162,163,0,1,1,1,34,119,35,66,2,7,C
165,133,147,162,164,0,1,1,1,30,118,35,67,2,64,C
166,132,148,163,165,0,1,1,1,32,115,35,8,59,63,C
163,135,149,162,162,0,1,1,1,31,120,35,9,58,62,C
162,132,150,162,165,0,1,1,1,30,120,33,8,59,62,C
166,134,150,161,163,0,1,1,1,27,118,33,64,2,62,C
163,131,152,164,162,0,1,1,1,26,115,35,60,4,63,C
165,133,149,161,164,0,1,1,1,29,120,37,60,4,64,C
164,134,150,161,161,0,1,1,1,33,122,41,60,5,64,C
163,132,149,164,164,0,1,1,1,30,120,43,61,6,64,C
164,134,152,161,162,0,1,1,1,30,120,39,63,5,64,C
166,131,150,163,163,0,1,1,1,28,115,40,65,4,64,C
163,132,150,163,162,0,1,1,1,29,121,36,9,2,63,C
163,134,148,161,165,0,1,1,1,28,120,33,9,2,65,C
167,133,151,163,162,0,1,1,1,29,117,33,66,3,7,C
165,132,150,163,161,0,1,1,1,30,120,33,67,4,8,C
163,133,150,165,161,0,1,1,1,32,124,35,8,3,8,C
163,134,151,163,163,0,1,1,1,31,123,36,66,2,8,C
163,133,150,163,163,0,1,1,1,30,120,34,66,2,8,C
163,132,151,163,163,0,1,1,1,31,117,34,66,2,7,C
164,134,151,162,161,0,1,1,1,28,117,35,65,3,64,C
162,134,152,163,163,0,1,1,1,28,118,36,64,2,65,C
163,133,150,161,161,0,1,1,1,30,119,37,62,2,7,C
165,134,149,162,163,0,1,1,1,31,120,38,62,2,7,C
164,136,151,162,164,0,1,1,1,31,120,39,63,2,65,C
167,133,151,163,165,0,1,1,1,28,120,39,64,2,64,C
164,132,150,163,162,0,1,1,1,31,118,39,64,2,65,C
163,130,149,165,162,0,1,1,1,30,119,38,65,3,64,C
166,131,150,163,162,0,1,1,1,29,119,36,66,3,64,C
165,131,150,163,165,0,1,1,1,29,120,36,66,2,65,C
164,132,150,161,165,0,1,1,1,30,118,35,65,3,7,C
165,133,150,163,165,0,1,1,1,31,119,36,65,3,6,C
163,135,153,163,163,0,1,1,1,31,122,37,65,3,65,C
165,134,151,163,163,0,1,1,1,30,120,35,66,2,65,C
163,131,148,161,161,0,1,1,1,27,119,34,65,2,65,C
166,132,150,163,161,0,1,1,1,28,116,35,62,2,6,C
165,134,149,165,162,0,1,1,1,29,117,39,62,2,6,C
164,131,150,163,164,0,1,1,1,33,121,40,63,2,6,C
165,132,149,162,164,0,1,1,1,33,121,39,63,2,6,C
163,132,147,162,162,0,1,1,1,29,116,35,64,1,64,C
164,132,150,162,163,0,1,1,1,29,119,37,66,2,64,C
164,133,151,163,161,0,1,1,1,30,122,35,67,2,64,C
165,134,151,164,162,0,1,1,1,31,120,35,66,3,65,C
